datetime,SURF_TEMP_C,SURF_SAL_PSU
2017-06-20,18.866666666666667,33.56166666666667
2017-06-27,21.46,33.622
2017-07-04,18.383333333333333,33.586666666666666
2017-07-11,19.96,33.558
2017-07-18,21.842857142857145,33.567142857142855
2017-07-25,23.7,33.60666666666666
2017-08-01,24.066666666666666,33.64
2017-08-08,24.099999999999998,33.68666666666667
2017-08-15,23.766666666666666,33.64333333333333
2017-08-22,20.71666666666667,33.51166666666666
2017-08-29,21.2,33.546
2017-09-05,21.833333333333332,33.57833333333333
2017-09-12,23.03333333333333,33.53333333333333
2017-09-19,22.585714285714285,33.50285714285714
2017-09-26,22.619999999999997,33.510000000000005
2017-10-03,20.683333333333334,33.48666666666667
2017-10-10,21.150000000000002,33.48666666666667
2017-10-17,20.55,33.50333333333333
2017-10-24,20.814285714285713,33.511428571428574
2017-10-31,20.34,33.534000000000006
2017-11-07,20.2,33.54666666666667
2017-11-14,19.14,33.53
2017-11-21,17.857142857142858,33.47428571428571
2017-11-28,17.125,33.4525
2017-12-05,17.6,33.468
2017-12-12,16.75,33.49
2017-12-19,16.866666666666667,33.498333333333335
2017-12-26,16.849999999999998,33.57333333333333
2018-01-02,16.21666666666667,33.59166666666667
2018-01-09,16.728571428571428,33.57857142857143
2018-01-16,16.660000000000004,33.553999999999995
2018-01-23,16.78,33.47
2018-01-30,16.3,33.48500000000001
2018-02-06,15.928571428571429,33.52285714285714
2018-02-13,16.05,33.51833333333334
2018-02-20,16.525,33.565
2018-02-27,16.583333333333332,33.56666666666667
2018-03-06,14.966666666666667,33.598333333333336
2018-03-13,15.26,33.548
2018-03-20,15.24,33.518
2018-03-27,15.428571428571429,33.49857142857143
2018-04-03,14.916666666666666,33.53666666666667
2018-04-10,16.04,33.57
2018-04-17,16.916666666666668,33.57833333333333
2018-04-24,17.22,33.608000000000004
2018-05-01,16.525,33.6575
2018-05-08,15.066666666666668,33.733333333333334
2018-05-15,16.116666666666667,33.68666666666667
2018-05-22,17.214285714285715,33.712857142857146
2018-05-29,17.942857142857143,33.71714285714286
2018-06-05,18.0,33.715714285714284
2018-06-12,18.62857142857143,33.71857142857143
2018-06-19,19.37142857142857,33.73714285714286
2018-06-26,20.857142857142858,33.769999999999996
2018-07-03,20.01666666666667,33.803333333333335
2018-07-10,21.366666666666664,33.85166666666667
2018-07-17,22.714285714285715,33.88142857142857
2018-07-24,23.416666666666668,33.85
